patch_bucket,champion_id,item1,item2,n_games,avg_place,top4_rate,baseline_avg_place,delta
TFT16.4,TFT16_Volibear,TFT_Item_HextechGunblade,TFT_Item_SteraksGage,3,2.6666666666666665,1.0,4.222222222222222,-1.5555555555555558
TFT16.4,TFT16_MissFortune,TFT16_Item_Bilgewater_FirstMatesFlintlock,TFT_Item_InfinityEdge,4,2.75,1.0,4.461538461538462,-1.7115384615384617
TFT16.4,TFT16_MissFortune,TFT16_Item_Bilgewater_FirstMatesFlintlock,TFT_Item_PowerGauntlet,1,4.0,1.0,4.461538461538462,-0.4615384615384617
TFT16.4,TFT16_MissFortune,TFT_Item_InfinityEdge,TFT_Item_PowerGauntlet,1,4.0,1.0,4.461538461538462,-0.4615384615384617
TFT16.4,TFT16_Wukong,TFT16_Item_BilgewaterEmblemItem,TFT16_Item_Bilgewater_FreebootersFrock,1,4.0,1.0,4.207792207792208,-0.20779220779220786
TFT16.4,TFT16_Wukong,TFT16_Item_BilgewaterEmblemItem,TFT_Item_SpectralGauntlet,1,4.0,1.0,4.207792207792208,-0.20779220779220786
TFT16.4,TFT16_Wukong,TFT16_Item_Bilgewater_FreebootersFrock,TFT_Item_SpectralGauntlet,1,4.0,1.0,4.207792207792208,-0.20779220779220786
TFT16.4,TFT16_Lucian,TFT_Item_MadredsBloodrazor,TFT_Item_RapidFireCannon,2,2.5,1.0,3.626865671641791,-1.126865671641791
TFT16.4,TFT16_Lucian,TFT_Item_MadredsBloodrazor,TFT_Item_SpearOfShojin,1,4.0,1.0,3.626865671641791,0.3731343283582089
TFT16.4,TFT16_Lucian,TFT_Item_RapidFireCannon,TFT_Item_SpearOfShojin,3,2.3333333333333335,1.0,3.626865671641791,-1.2935323383084576
TFT16.4,TFT16_Shyvana,TFT_Item_LastWhisper,TFT_Item_ThiefsGloves,2,5.0,0.5,3.5673076923076925,1.4326923076923075
TFT16.4,TFT16_Shyvana,TFT_Item_LastWhisper,TFT_Item_TitansResolve,2,3.5,1.0,3.5673076923076925,-0.06730769230769251
TFT16.4,TFT16_Shyvana,TFT_Item_ThiefsGloves,TFT_Item_TitansResolve,2,3.5,1.0,3.5673076923076925,-0.06730769230769251
TFT16.4,TFT16_TahmKench,TFT_Item_AdaptiveHelm,TFT_Item_RedBuff,1,4.0,1.0,3.526315789473684,0.47368421052631593
TFT16.4,TFT16_TahmKench,TFT_Item_AdaptiveHelm,TFT_Item_WarmogsArmor,1,4.0,1.0,3.526315789473684,0.47368421052631593
TFT16.4,TFT16_TahmKench,TFT_Item_RedBuff,TFT_Item_WarmogsArmor,1,4.0,1.0,3.526315789473684,0.47368421052631593
TFT16.4,TFT16_Viego,TFT_Item_GuardianAngel,TFT_Item_TitansResolve,1,8.0,0.0,6.666666666666667,1.333333333333333
TFT16.4,TFT16_Viego,TFT_Item_GuardianAngel,TFT_Item_UnstableConcoction,1,8.0,0.0,6.666666666666667,1.333333333333333
TFT16.4,TFT16_Viego,TFT_Item_TitansResolve,TFT_Item_UnstableConcoction,1,8.0,0.0,6.666666666666667,1.333333333333333
TFT16.4,TFT16_Yorick,TFT_Item_DragonsClaw,TFT_Item_NightHarvester,1,8.0,0.0,4.888888888888889,3.1111111111111107
TFT16.4,TFT16_Yorick,TFT_Item_DragonsClaw,TFT_Item_Redemption,1,8.0,0.0,4.888888888888889,3.1111111111111107
TFT16.4,TFT16_Yorick,TFT_Item_NightHarvester,TFT_Item_Redemption,1,8.0,0.0,4.888888888888889,3.1111111111111107
TFT16.4,TFT16_Neeko,TFT16_Item_BrawlerEmblemItem,TFT_Item_GargoyleStoneplate,1,1.0,1.0,4.935483870967742,-3.935483870967742
TFT16.4,TFT16_Neeko,TFT16_Item_BrawlerEmblemItem,TFT_Item_IonicSpark,1,1.0,1.0,4.935483870967742,-3.935483870967742
TFT16.4,TFT16_Neeko,TFT_Item_GargoyleStoneplate,TFT_Item_IonicSpark,2,1.0,1.0,4.935483870967742,-3.935483870967742
TFT16.4,TFT16_Nidalee,TFT_Item_ArchangelsStaff,TFT_Item_HextechGunblade,1,1.0,1.0,5.538461538461538,-4.538461538461538
TFT16.4,TFT16_Nidalee,TFT_Item_ArchangelsStaff,TFT_Item_Morellonomicon,1,1.0,1.0,5.538461538461538,-4.538461538461538
TFT16.4,TFT16_Nidalee,TFT_Item_HextechGunblade,TFT_Item_Morellonomicon,1,1.0,1.0,5.538461538461538,-4.538461538461538
TFT16.4,TFT16_Annie,TFT_Item_JeweledGauntlet,TFT_Item_Leviathan,3,3.0,0.6666666666666666,3.2857142857142856,-0.2857142857142856
TFT16.4,TFT16_Annie,TFT_Item_Leviathan,TFT_Item_Leviathan,1,1.0,1.0,3.2857142857142856,-2.2857142857142856
TFT16.4,TFT16_Lucian,TFT_Item_ForceOfNature,TFT_Item_GuinsoosRageblade,2,2.5,1.0,3.626865671641791,-1.126865671641791
TFT16.4,TFT16_Lucian,TFT_Item_ForceOfNature,TFT_Item_TacticiansScepter,1,1.0,1.0,3.626865671641791,-2.626865671641791
TFT16.4,TFT16_Lucian,TFT_Item_GuinsoosRageblade,TFT_Item_TacticiansScepter,1,1.0,1.0,3.626865671641791,-2.626865671641791
TFT16.4,TFT16_Brock,TFT_Item_Bloodthirster,TFT_Item_Deathblade,2,1.0,1.0,1.6666666666666667,-0.6666666666666667
TFT16.4,TFT16_Brock,TFT_Item_Bloodthirster,TFT_Item_ThiefsGloves,1,1.0,1.0,1.6666666666666667,-0.6666666666666667
TFT16.4,TFT16_Brock,TFT_Item_Deathblade,TFT_Item_ThiefsGloves,1,1.0,1.0,1.6666666666666667,-0.6666666666666667
TFT16.4,TFT16_AnnieTibbers,TFT_Item_RedBuff,TFT_Item_ThiefsGloves,1,1.0,1.0,3.2857142857142856,-2.2857142857142856
TFT16.4,TFT16_AnnieTibbers,TFT_Item_RedBuff,TFT_Item_UnstableConcoction,1,1.0,1.0,3.2857142857142856,-2.2857142857142856
TFT16.4,TFT16_AnnieTibbers,TFT_Item_ThiefsGloves,TFT_Item_UnstableConcoction,1,1.0,1.0,3.2857142857142856,-2.2857142857142856
TFT16.4,TFT16_Lissandra,TFT_Item_Leviathan,TFT_Item_StatikkShiv,2,7.0,0.0,5.696969696969697,1.3030303030303028
TFT16.4,TFT16_Lissandra,TFT_Item_Leviathan,TFT_Item_ThiefsGloves,1,7.0,0.0,5.696969696969697,1.3030303030303028
TFT16.4,TFT16_Lissandra,TFT_Item_StatikkShiv,TFT_Item_ThiefsGloves,1,7.0,0.0,5.696969696969697,1.3030303030303028
TFT16.4,TFT16_Seraphine,TFT_Item_ArchangelsStaff,TFT_Item_HextechGunblade,1,7.0,0.0,4.805555555555555,2.1944444444444446
TFT16.4,TFT16_Seraphine,TFT_Item_ArchangelsStaff,TFT_Item_Morellonomicon,2,6.0,0.0,4.805555555555555,1.1944444444444446
TFT16.4,TFT16_Seraphine,TFT_Item_HextechGunblade,TFT_Item_Morellonomicon,2,7.5,0.0,4.805555555555555,2.6944444444444446
TFT16.4,TFT16_Braum,TFT_Item_DragonsClaw,TFT_Item_NightHarvester,3,5.666666666666667,0.3333333333333333,4.717948717948718,0.9487179487179489
TFT16.4,TFT16_Braum,TFT_Item_DragonsClaw,TFT_Item_Redemption,3,4.666666666666667,0.6666666666666666,4.717948717948718,-0.0512820512820511
TFT16.4,TFT16_Braum,TFT_Item_NightHarvester,TFT_Item_Redemption,2,6.5,0.0,4.717948717948718,1.782051282051282
TFT16.4,TFT16_Zilean,TFT_Item_Redemption,TFT_Item_ThiefsGloves,1,7.0,0.0,4.111111111111111,2.8888888888888893
TFT16.4,TFT16_Zilean,TFT_Item_Redemption,TFT_Item_TitansResolve,1,7.0,0.0,4.111111111111111,2.8888888888888893
TFT16.4,TFT16_Zilean,TFT_Item_ThiefsGloves,TFT_Item_TitansResolve,1,7.0,0.0,4.111111111111111,2.8888888888888893
TFT16.4,TFT16_RiftHerald,TFT_Item_FrozenHeart,TFT_Item_GargoyleStoneplate,2,3.0,1.0,4.190476190476191,-1.1904761904761907
TFT16.4,TFT16_RiftHerald,TFT_Item_FrozenHeart,TFT_Item_Redemption,4,2.75,1.0,4.190476190476191,-1.4404761904761907
TFT16.4,TFT16_RiftHerald,TFT_Item_GargoyleStoneplate,TFT_Item_Redemption,4,4.25,0.75,4.190476190476191,0.05952380952380931
TFT16.4,TFT16_Kaisa,TFT_Item_GuinsoosRageblade,TFT_Item_Morellonomicon,1,2.0,1.0,4.133333333333334,-2.1333333333333337
TFT16.4,TFT16_Kaisa,TFT_Item_GuinsoosRageblade,TFT_Item_Quicksilver,2,3.0,1.0,4.133333333333334,-1.1333333333333337
TFT16.4,TFT16_Kaisa,TFT_Item_Morellonomicon,TFT_Item_Quicksilver,1,2.0,1.0,4.133333333333334,-2.1333333333333337
TFT16.4,TFT16_BaronNashor,TFT_Item_GuardianAngel,TFT_Item_HextechGunblade,1,2.0,1.0,3.0,-1.0
TFT16.4,TFT16_BaronNashor,TFT_Item_GuardianAngel,TFT_Item_TitansResolve,1,2.0,1.0,3.0,-1.0
TFT16.4,TFT16_BaronNashor,TFT_Item_HextechGunblade,TFT_Item_TitansResolve,1,2.0,1.0,3.0,-1.0
TFT16.4,TFT16_Garen,TFT_Item_Bloodthirster,TFT_Item_GargoyleStoneplate,1,6.0,0.0,4.675675675675675,1.3243243243243246
TFT16.4,TFT16_Garen,TFT_Item_Bloodthirster,TFT_Item_IonicSpark,1,6.0,0.0,4.675675675675675,1.3243243243243246
TFT16.4,TFT16_Garen,TFT_Item_GargoyleStoneplate,TFT_Item_IonicSpark,1,6.0,0.0,4.675675675675675,1.3243243243243246
TFT16.4,TFT16_Lux,TFT_Item_BlueBuff,TFT_Item_HextechGunblade,2,6.5,0.0,4.645161290322581,1.854838709677419
TFT16.4,TFT16_Lux,TFT_Item_BlueBuff,TFT_Item_JeweledGauntlet,2,6.5,0.0,4.645161290322581,1.854838709677419
TFT16.4,TFT16_Lux,TFT_Item_HextechGunblade,TFT_Item_JeweledGauntlet,6,4.0,0.6666666666666666,4.645161290322581,-0.645161290322581
TFT16.4,TFT16_Annie,TFT16_Item_DemaciaEmblemItem,TFT_Item_StatikkShiv,1,6.0,0.0,3.2857142857142856,2.7142857142857144
TFT16.4,TFT16_Shyvana,TFT_Item_LastWhisper,TFT_Item_PowerGauntlet,1,6.0,0.0,3.5673076923076925,2.4326923076923075
TFT16.4,TFT16_Shyvana,TFT_Item_PowerGauntlet,TFT_Item_ThiefsGloves,3,4.0,0.6666666666666666,3.5673076923076925,0.4326923076923075
TFT16.4,TFT16_KogMaw,TFT_Item_JeweledGauntlet,TFT_Item_RunaansHurricane,1,6.0,0.0,4.0606060606060606,1.9393939393939394
TFT16.4,TFT16_KogMaw,TFT_Item_JeweledGauntlet,TFT_Item_ThiefsGloves,1,6.0,0.0,4.0606060606060606,1.9393939393939394
TFT16.4,TFT16_KogMaw,TFT_Item_RunaansHurricane,TFT_Item_ThiefsGloves,1,6.0,0.0,4.0606060606060606,1.9393939393939394
TFT16.4,TFT16_RiftHerald,TFT_Item_Artifact_TheIndomitable,TFT_Item_NightHarvester,2,5.0,0.5,4.190476190476191,0.8095238095238093
TFT16.4,TFT16_RiftHerald,TFT_Item_Artifact_TheIndomitable,TFT_Item_RedBuff,1,6.0,0.0,4.190476190476191,1.8095238095238093
TFT16.4,TFT16_RiftHerald,TFT_Item_NightHarvester,TFT_Item_RedBuff,3,5.333333333333333,0.3333333333333333,4.190476190476191,1.1428571428571423
TFT16.4,TFT16_Kaisa,TFT_Item_GuinsoosRageblade,TFT_Item_MadredsBloodrazor,4,4.25,0.75,4.133333333333334,0.11666666666666625
TFT16.4,TFT16_Kaisa,TFT_Item_GuinsoosRageblade,TFT_Item_StatikkShiv,6,5.166666666666667,0.3333333333333333,4.133333333333334,1.0333333333333332
TFT16.4,TFT16_Kaisa,TFT_Item_MadredsBloodrazor,TFT_Item_StatikkShiv,1,6.0,0.0,4.133333333333334,1.8666666666666663
TFT16.4,TFT16_Swain,TFT_Item_FrozenHeart,TFT_Item_Redemption,2,5.5,0.0,4.130081300813008,1.369918699186992
TFT16.4,TFT16_Swain,TFT_Item_FrozenHeart,TFT_Item_WarmogsArmor,2,4.5,0.5,4.130081300813008,0.36991869918699205
TFT16.4,TFT16_Swain,TFT_Item_Redemption,TFT_Item_WarmogsArmor,2,3.5,0.5,4.130081300813008,-0.630081300813008
TFT16.4,TFT16_Wukong,TFT_Item_GargoyleStoneplate,TFT_Item_IonicSpark,1,1.0,1.0,4.207792207792208,-3.207792207792208
TFT16.4,TFT16_RiftHerald,TFT16_Item_JuggernautEmblemItem,TFT_Item_Artifact_AegisOfDawn,1,1.0,1.0,4.190476190476191,-3.1904761904761907
TFT16.4,TFT16_RiftHerald,TFT16_Item_JuggernautEmblemItem,TFT_Item_WarmogsArmor,1,1.0,1.0,4.190476190476191,-3.1904761904761907
TFT16.4,TFT16_RiftHerald,TFT_Item_Artifact_AegisOfDawn,TFT_Item_WarmogsArmor,1,1.0,1.0,4.190476190476191,-3.1904761904761907
TFT16.4,TFT16_Kaisa,TFT9_Item_CrownOfDemacia,TFT_Item_GuinsoosRageblade,1,1.0,1.0,4.133333333333334,-3.1333333333333337
TFT16.4,TFT16_Kaisa,TFT9_Item_CrownOfDemacia,TFT_Item_HextechGunblade,1,1.0,1.0,4.133333333333334,-3.1333333333333337
TFT16.4,TFT16_Kaisa,TFT_Item_GuinsoosRageblade,TFT_Item_HextechGunblade,7,4.571428571428571,0.42857142857142855,4.133333333333334,0.4380952380952374
TFT16.4,TFT16_Swain,TFT_Item_RedBuff,TFT_Item_Redemption,3,4.333333333333333,0.3333333333333333,4.130081300813008,0.2032520325203251
TFT16.4,TFT16_Swain,TFT_Item_RedBuff,TFT_Item_WarmogsArmor,2,2.0,1.0,4.130081300813008,-2.130081300813008
TFT16.4,TFT16_Shyvana,TFT_Item_NightHarvester,TFT_Item_TitansResolve,1,1.0,1.0,3.5673076923076925,-2.5673076923076925
TFT16.4,TFT16_Shyvana,TFT_Item_NightHarvester,TFT_Item_UnstableConcoction,1,1.0,1.0,3.5673076923076925,-2.5673076923076925
TFT16.4,TFT16_Shyvana,TFT_Item_TitansResolve,TFT_Item_UnstableConcoction,1,1.0,1.0,3.5673076923076925,-2.5673076923076925
TFT16.4,TFT16_Volibear,TFT_Item_BlueBuff,TFT_Item_RapidFireCannon,1,1.0,1.0,4.222222222222222,-3.2222222222222223
TFT16.4,TFT16_Volibear,TFT_Item_BlueBuff,TFT_Item_ThiefsGloves,1,1.0,1.0,4.222222222222222,-3.2222222222222223
TFT16.4,TFT16_Volibear,TFT_Item_RapidFireCannon,TFT_Item_ThiefsGloves,1,1.0,1.0,4.222222222222222,-3.2222222222222223
TFT16.4,TFT16_Garen,TFT_Item_NightHarvester,TFT_Item_RedBuff,2,2.5,1.0,4.675675675675675,-2.1756756756756754
TFT16.4,TFT16_Garen,TFT_Item_NightHarvester,TFT_Item_WarmogsArmor,3,4.0,0.3333333333333333,4.675675675675675,-0.6756756756756754
TFT16.4,TFT16_Garen,TFT_Item_RedBuff,TFT_Item_WarmogsArmor,3,4.666666666666667,0.6666666666666666,4.675675675675675,-0.009009009009008473
TFT16.4,TFT16_Lux,TFT_Item_HextechGunblade,TFT_Item_RabadonsDeathcap,2,4.0,0.5,4.645161290322581,-0.645161290322581
TFT16.4,TFT16_Lux,TFT_Item_HextechGunblade,TFT_Item_SpearOfShojin,3,2.6666666666666665,1.0,4.645161290322581,-1.9784946236559144
TFT16.4,TFT16_Lux,TFT_Item_RabadonsDeathcap,TFT_Item_SpearOfShojin,1,2.0,1.0,4.645161290322581,-2.645161290322581
TFT16.4,TFT16_Renekton,TFT16_Item_DemaciaEmblemItem,TFT_Item_Bloodthirster,1,2.0,1.0,3.0,-1.0
TFT16.4,TFT16_Renekton,TFT16_Item_DemaciaEmblemItem,TFT_Item_Deathblade,1,2.0,1.0,3.0,-1.0
TFT16.4,TFT16_Renekton,TFT_Item_Bloodthirster,TFT_Item_Deathblade,1,2.0,1.0,3.0,-1.0
TFT16.4,TFT16_Zilean,TFT_Item_HextechGunblade,TFT_Item_SpearOfShojin,1,2.0,1.0,4.111111111111111,-2.1111111111111107
TFT16.4,TFT16_Zilean,TFT_Item_HextechGunblade,TFT_Item_StatikkShiv,1,2.0,1.0,4.111111111111111,-2.1111111111111107
TFT16.4,TFT16_Zilean,TFT_Item_SpearOfShojin,TFT_Item_StatikkShiv,4,2.5,0.75,4.111111111111111,-1.6111111111111107
TFT16.4,TFT16_Sejuani,TFT16_Item_DemaciaEmblemItem,TFT_Item_WarmogsArmor,1,8.0,0.0,5.217391304347826,2.782608695652174
TFT16.4,TFT16_Sejuani,TFT_Item_WarmogsArmor,TFT_Item_WarmogsArmor,1,8.0,0.0,5.217391304347826,2.782608695652174
TFT16.4,TFT16_Garen,TFT5_Item_RedemptionRadiant,TFT_Item_SpectralGauntlet,1,8.0,0.0,4.675675675675675,3.3243243243243246
TFT16.4,TFT16_Garen,TFT5_Item_RedemptionRadiant,TFT_Item_WarmogsArmor,1,8.0,0.0,4.675675675675675,3.3243243243243246
TFT16.4,TFT16_Garen,TFT_Item_SpectralGauntlet,TFT_Item_WarmogsArmor,2,5.5,0.5,4.675675675675675,0.8243243243243246
TFT16.4,TFT16_Lux,TFT16_Item_LongshotEmblemItem,TFT_Item_StatikkShiv,1,8.0,0.0,4.645161290322581,3.354838709677419
TFT16.4,TFT16_Kaisa,TFT_Item_InfinityEdge,TFT_Item_RapidFireCannon,1,8.0,0.0,4.133333333333334,3.8666666666666663
TFT16.4,TFT16_Kaisa,TFT_Item_InfinityEdge,TFT_Item_SpearOfShojin,2,6.5,0.0,4.133333333333334,2.3666666666666663
TFT16.4,TFT16_Kaisa,TFT_Item_RapidFireCannon,TFT_Item_SpearOfShojin,1,8.0,0.0,4.133333333333334,3.8666666666666663
TFT16.4,TFT16_Ambessa,TFT_Item_Bloodthirster,TFT_Item_GuardianAngel,2,3.0,0.5,4.071428571428571,-1.0714285714285712
TFT16.4,TFT16_Ambessa,TFT_Item_Bloodthirster,TFT_Item_PowerGauntlet,1,5.0,0.0,4.071428571428571,0.9285714285714288
TFT16.4,TFT16_Ambessa,TFT_Item_GuardianAngel,TFT_Item_PowerGauntlet,3,5.0,0.3333333333333333,4.071428571428571,0.9285714285714288
TFT16.4,TFT16_BelVeth,TFT_Item_MadredsBloodrazor,TFT_Item_Quicksilver,9,3.5555555555555554,0.6666666666666666,3.9473684210526314,-0.39181286549707606
TFT16.4,TFT16_BelVeth,TFT_Item_MadredsBloodrazor,TFT_Item_RunaansHurricane,6,3.6666666666666665,0.6666666666666666,3.9473684210526314,-0.2807017543859649
TFT16.4,TFT16_BelVeth,TFT_Item_Quicksilver,TFT_Item_RunaansHurricane,12,3.0833333333333335,0.6666666666666666,3.9473684210526314,-0.8640350877192979
TFT16.4,TFT16_Swain,TFT_Item_RedBuff,TFT_Item_SpectralGauntlet,6,5.0,0.16666666666666666,4.130081300813008,0.869918699186992
TFT16.4,TFT16_Swain,TFT_Item_Redemption,TFT_Item_SpectralGauntlet,2,5.0,0.0,4.130081300813008,0.869918699186992
TFT16.4,TFT16_Fiddlesticks,TFT_Item_IonicSpark,TFT_Item_Leviathan,1,5.0,0.0,3.683333333333333,1.3166666666666669
TFT16.4,TFT16_Shyvana,TFT5_Item_JeweledGauntletRadiant,TFT5_Item_RunaansHurricaneRadiant,1,5.0,0.0,3.5673076923076925,1.4326923076923075
TFT16.4,TFT16_Shyvana,TFT5_Item_JeweledGauntletRadiant,TFT5_Item_ThiefsGlovesRadiant,1,5.0,0.0,3.5673076923076925,1.4326923076923075
TFT16.4,TFT16_Shyvana,TFT5_Item_RunaansHurricaneRadiant,TFT5_Item_ThiefsGlovesRadiant,1,5.0,0.0,3.5673076923076925,1.4326923076923075
TFT16.4,TFT16_Ambessa,TFT_Item_Quicksilver,TFT_Item_SteraksGage,3,4.333333333333333,0.6666666666666666,4.071428571428571,0.26190476190476186
TFT16.4,TFT16_Ambessa,TFT_Item_Quicksilver,TFT_Item_UnstableConcoction,5,4.4,0.6,4.071428571428571,0.3285714285714292
TFT16.4,TFT16_Ambessa,TFT_Item_SteraksGage,TFT_Item_UnstableConcoction,5,4.8,0.4,4.071428571428571,0.7285714285714286
TFT16.4,TFT16_BelVeth,TFT_Item_Deathblade,TFT_Item_MadredsBloodrazor,2,2.0,1.0,3.9473684210526314,-1.9473684210526314
TFT16.4,TFT16_BelVeth,TFT_Item_Deathblade,TFT_Item_Quicksilver,3,1.6666666666666667,1.0,3.9473684210526314,-2.280701754385965
TFT16.4,TFT16_Swain,TFT_Item_NightHarvester,TFT_Item_RedBuff,1,3.0,1.0,4.130081300813008,-1.130081300813008
TFT16.4,TFT16_Swain,TFT_Item_NightHarvester,TFT_Item_WarmogsArmor,1,3.0,1.0,4.130081300813008,-1.130081300813008
TFT16.4,TFT16_Lucian,TFT_Item_AdaptiveHelm,TFT_Item_LastWhisper,2,2.0,1.0,3.626865671641791,-1.626865671641791
TFT16.4,TFT16_Lucian,TFT_Item_AdaptiveHelm,TFT_Item_SpearOfShojin,3,2.0,1.0,3.626865671641791,-1.626865671641791
TFT16.4,TFT16_Lucian,TFT_Item_LastWhisper,TFT_Item_SpearOfShojin,2,2.0,1.0,3.626865671641791,-1.626865671641791
TFT16.4,TFT16_MissFortune,TFT16_Item_Bilgewater_FirstMatesFlintlock,TFT_Item_GuinsoosRageblade,2,6.0,0.5,4.461538461538462,1.5384615384615383
TFT16.4,TFT16_Wukong,TFT_Item_FrozenHeart,TFT_Item_WarmogsArmor,4,3.0,0.75,4.207792207792208,-1.2077922077922079
TFT16.4,TFT16_Wukong,TFT_Item_WarmogsArmor,TFT_Item_WarmogsArmor,1,4.0,1.0,4.207792207792208,-0.20779220779220786
TFT16.4,TFT16_Kindred,TFT_Item_HextechGunblade,TFT_Item_MadredsBloodrazor,1,4.0,1.0,4.0,0.0
TFT16.4,TFT16_Kindred,TFT_Item_HextechGunblade,TFT_Item_RapidFireCannon,2,2.5,1.0,4.0,-1.5
TFT16.4,TFT16_Kindred,TFT_Item_MadredsBloodrazor,TFT_Item_RapidFireCannon,2,2.5,1.0,4.0,-1.5
TFT16.4,TFT16_TahmKench,TFT_Item_Bloodthirster,TFT_Item_FrozenHeart,1,4.0,1.0,3.526315789473684,0.47368421052631593
TFT16.4,TFT16_TahmKench,TFT_Item_Bloodthirster,TFT_Item_SpectralGauntlet,1,4.0,1.0,3.526315789473684,0.47368421052631593
TFT16.4,TFT16_TahmKench,TFT_Item_FrozenHeart,TFT_Item_SpectralGauntlet,1,4.0,1.0,3.526315789473684,0.47368421052631593
TFT16.4,TFT16_Kobuko,TFT_Item_Redemption,TFT_Item_SteraksGage,1,7.0,0.0,4.714285714285714,2.2857142857142856
TFT16.4,TFT16_Kobuko,TFT_Item_Redemption,TFT_Item_WarmogsArmor,2,4.5,0.5,4.714285714285714,-0.2142857142857144
TFT16.4,TFT16_Kobuko,TFT_Item_SteraksGage,TFT_Item_WarmogsArmor,1,7.0,0.0,4.714285714285714,2.2857142857142856
TFT16.4,TFT16_Lissandra,TFT_Item_AdaptiveHelm,TFT_Item_JeweledGauntlet,2,7.5,0.0,5.696969696969697,1.8030303030303028
TFT16.4,TFT16_Lissandra,TFT_Item_AdaptiveHelm,TFT_Item_Leviathan,1,7.0,0.0,5.696969696969697,1.3030303030303028
TFT16.4,TFT16_Lissandra,TFT_Item_JeweledGauntlet,TFT_Item_Leviathan,6,5.666666666666667,0.16666666666666666,5.696969696969697,-0.030303030303030276
TFT16.4,TFT16_Wukong,TFT_Item_Crownguard,TFT_Item_GargoyleStoneplate,1,7.0,0.0,4.207792207792208,2.792207792207792
TFT16.4,TFT16_Wukong,TFT_Item_Crownguard,TFT_Item_WarmogsArmor,1,7.0,0.0,4.207792207792208,2.792207792207792
TFT16.4,TFT16_Wukong,TFT_Item_GargoyleStoneplate,TFT_Item_WarmogsArmor,4,4.25,0.5,4.207792207792208,0.04220779220779214
TFT16.4,TFT16_Ryze,TFT_Item_ForceOfNature,TFT_Item_Morellonomicon,1,7.0,0.0,4.909090909090909,2.090909090909091
TFT16.4,TFT16_Ryze,TFT_Item_ForceOfNature,TFT_Item_StatikkShiv,1,7.0,0.0,4.909090909090909,2.090909090909091
TFT16.4,TFT16_Ryze,TFT_Item_Morellonomicon,TFT_Item_StatikkShiv,2,6.0,0.0,4.909090909090909,1.0909090909090908
TFT16.4,TFT16_Lissandra,TFT16_Item_SorcererEmblemItem,TFT_Item_JeweledGauntlet,1,8.0,0.0,5.696969696969697,2.3030303030303028
TFT16.4,TFT16_Lissandra,TFT16_Item_SorcererEmblemItem,TFT_Item_RapidFireCannon,1,8.0,0.0,5.696969696969697,2.3030303030303028
TFT16.4,TFT16_Lissandra,TFT_Item_JeweledGauntlet,TFT_Item_RapidFireCannon,1,8.0,0.0,5.696969696969697,2.3030303030303028
TFT16.4,TFT16_Wukong,TFT_Item_Redemption,TFT_Item_Redemption,1,8.0,0.0,4.207792207792208,3.792207792207792
TFT16.4,TFT16_Wukong,TFT_Item_Redemption,TFT_Item_SpectralGauntlet,8,4.25,0.5,4.207792207792208,0.04220779220779214
TFT16.4,TFT16_Shyvana,TFT16_Item_ZaunEmblemItem,TFT_Item_Bloodthirster,2,6.0,0.5,3.5673076923076925,2.4326923076923075
