patch_bucket,champion_id,item_name,n_games,avg_place,top4_rate,baseline_avg_place,delta
TFT16.4,TFT16_Shyvana,TFT_Item_TitansResolve,8,2.5,1.0,3.5673076923076925,-1.0673076923076925
TFT16.4,TFT16_Shyvana,TFT_Item_ThiefsGloves,19,2.736842105263158,0.8947368421052632,3.5673076923076925,-0.8304655870445345
TFT16.4,TFT16_Shyvana,TFT_Item_LastWhisper,3,4.333333333333333,0.6666666666666666,3.5673076923076925,0.7660256410256405
TFT16.4,TFT16_TahmKench,TFT_Item_WarmogsArmor,2,3.0,1.0,3.526315789473684,-0.5263157894736841
TFT16.4,TFT16_TahmKench,TFT_Item_AdaptiveHelm,5,3.0,0.8,3.526315789473684,-0.5263157894736841
TFT16.4,TFT16_TahmKench,TFT_Item_RedBuff,1,4.0,1.0,3.526315789473684,0.47368421052631593
TFT16.4,TFT16_Viego,TFT_Item_TitansResolve,1,8.0,0.0,6.666666666666667,1.333333333333333
TFT16.4,TFT16_Viego,TFT_Item_UnstableConcoction,1,8.0,0.0,6.666666666666667,1.333333333333333
TFT16.4,TFT16_Viego,TFT_Item_GuardianAngel,2,6.0,0.5,6.666666666666667,-0.666666666666667
TFT16.4,TFT16_Ashe,TFT_Item_RapidFireCannon,1,8.0,0.0,7.5,0.5
TFT16.4,TFT16_Yorick,TFT_Item_Redemption,2,8.0,0.0,4.888888888888889,3.1111111111111107
TFT16.4,TFT16_Yorick,TFT_Item_DragonsClaw,1,8.0,0.0,4.888888888888889,3.1111111111111107
TFT16.4,TFT16_Yorick,TFT_Item_NightHarvester,1,8.0,0.0,4.888888888888889,3.1111111111111107
TFT16.4,TFT16_Neeko,TFT_Item_GargoyleStoneplate,9,3.888888888888889,0.6666666666666666,4.935483870967742,-1.0465949820788532
TFT16.4,TFT16_Neeko,TFT16_Item_BrawlerEmblemItem,1,1.0,1.0,4.935483870967742,-3.935483870967742
TFT16.4,TFT16_Neeko,TFT_Item_IonicSpark,3,3.0,0.6666666666666666,4.935483870967742,-1.935483870967742
TFT16.4,TFT16_Nidalee,TFT_Item_ArchangelsStaff,1,1.0,1.0,5.538461538461538,-4.538461538461538
TFT16.4,TFT16_Nidalee,TFT_Item_HextechGunblade,3,4.333333333333333,0.6666666666666666,5.538461538461538,-1.2051282051282053
TFT16.4,TFT16_Nidalee,TFT_Item_Morellonomicon,2,4.0,0.5,5.538461538461538,-1.5384615384615383
TFT16.4,TFT16_Skarner,TFT16_Item_DefenderEmblemItem,1,1.0,1.0,4.722222222222222,-3.7222222222222223
TFT16.4,TFT16_Annie,TFT_Item_Leviathan,3,3.0,0.6666666666666666,3.2857142857142856,-0.2857142857142856
TFT16.4,TFT16_Annie,TFT_Item_JeweledGauntlet,3,3.0,0.6666666666666666,3.2857142857142856,-0.2857142857142856
TFT16.4,TFT16_Lucian,TFT_Item_ForceOfNature,3,2.0,1.0,3.626865671641791,-1.626865671641791
TFT16.4,TFT16_Lucian,TFT_Item_TacticiansScepter,1,1.0,1.0,3.626865671641791,-2.626865671641791
TFT16.4,TFT16_Lucian,TFT_Item_GuinsoosRageblade,4,4.5,0.5,3.626865671641791,0.8731343283582089
TFT16.4,TFT16_Brock,TFT_Item_ThiefsGloves,2,1.0,1.0,1.6666666666666667,-0.6666666666666667
TFT16.4,TFT16_Brock,TFT_Item_Deathblade,2,1.0,1.0,1.6666666666666667,-0.6666666666666667
TFT16.4,TFT16_Brock,TFT_Item_Bloodthirster,2,1.0,1.0,1.6666666666666667,-0.6666666666666667
TFT16.4,TFT16_AnnieTibbers,TFT_Item_ThiefsGloves,2,2.0,1.0,3.2857142857142856,-1.2857142857142856
TFT16.4,TFT16_AnnieTibbers,TFT_Item_RedBuff,1,1.0,1.0,3.2857142857142856,-2.2857142857142856
TFT16.4,TFT16_AnnieTibbers,TFT_Item_UnstableConcoction,1,1.0,1.0,3.2857142857142856,-2.2857142857142856
TFT16.4,TFT16_Ashe,TFT_Item_ForceOfNature,1,7.0,0.0,7.5,-0.5
TFT16.4,TFT16_Lissandra,TFT_Item_ThiefsGloves,2,7.5,0.0,5.696969696969697,1.8030303030303028
TFT16.4,TFT16_Lissandra,TFT_Item_Leviathan,7,5.857142857142857,0.14285714285714285,5.696969696969697,0.16017316017315952
TFT16.4,TFT16_Lissandra,TFT_Item_StatikkShiv,13,5.076923076923077,0.46153846153846156,5.696969696969697,-0.6200466200466206
TFT16.4,TFT16_Seraphine,TFT_Item_ArchangelsStaff,8,5.25,0.375,4.805555555555555,0.44444444444444464
TFT16.4,TFT16_Seraphine,TFT_Item_HextechGunblade,3,7.333333333333333,0.0,4.805555555555555,2.5277777777777777
TFT16.4,TFT16_Seraphine,TFT_Item_Morellonomicon,6,6.5,0.0,4.805555555555555,1.6944444444444446
TFT16.4,TFT16_Braum,TFT_Item_Redemption,5,4.6,0.6,4.717948717948718,-0.11794871794871842
TFT16.4,TFT16_Braum,TFT_Item_DragonsClaw,6,5.166666666666667,0.5,4.717948717948718,0.4487179487179489
TFT16.4,TFT16_Braum,TFT_Item_NightHarvester,5,5.8,0.2,4.717948717948718,1.0820512820512818
TFT16.4,TFT16_Nasus,TFT16_Item_FreljordEmblemItem,1,7.0,0.0,6.0,1.0
TFT16.4,TFT16_Zilean,TFT_Item_TitansResolve,1,7.0,0.0,4.111111111111111,2.8888888888888893
TFT16.4,TFT16_Zilean,TFT_Item_ThiefsGloves,2,5.0,0.5,4.111111111111111,0.8888888888888893
TFT16.4,TFT16_Zilean,TFT_Item_Redemption,1,7.0,0.0,4.111111111111111,2.8888888888888893
TFT16.4,TFT16_RiftHerald,TFT_Item_GargoyleStoneplate,5,5.0,0.6,4.190476190476191,0.8095238095238093
TFT16.4,TFT16_RiftHerald,TFT_Item_Redemption,18,3.7777777777777777,0.7222222222222222,4.190476190476191,-0.412698412698413
TFT16.4,TFT16_RiftHerald,TFT_Item_FrozenHeart,5,3.2,0.8,4.190476190476191,-0.9904761904761905
TFT16.4,TFT16_Kaisa,TFT_Item_Quicksilver,2,3.0,1.0,4.133333333333334,-1.1333333333333337
TFT16.4,TFT16_Kaisa,TFT_Item_Morellonomicon,1,2.0,1.0,4.133333333333334,-2.1333333333333337
TFT16.4,TFT16_Kaisa,TFT_Item_GuinsoosRageblade,20,4.45,0.55,4.133333333333334,0.31666666666666643
TFT16.4,TFT16_BaronNashor,TFT_Item_HextechGunblade,2,3.0,1.0,3.0,0.0
TFT16.4,TFT16_BaronNashor,TFT_Item_TitansResolve,2,3.0,1.0,3.0,0.0
TFT16.4,TFT16_BaronNashor,TFT_Item_GuardianAngel,1,2.0,1.0,3.0,-1.0
TFT16.4,TFT16_Sona,TFT_Item_ForceOfNature,2,7.0,0.0,4.36,2.6399999999999997
TFT16.4,TFT16_Garen,TFT_Item_GargoyleStoneplate,4,4.25,0.75,4.675675675675675,-0.42567567567567544
TFT16.4,TFT16_Garen,TFT_Item_IonicSpark,3,4.666666666666667,0.3333333333333333,4.675675675675675,-0.009009009009008473
TFT16.4,TFT16_Garen,TFT_Item_Bloodthirster,2,4.5,0.5,4.675675675675675,-0.17567567567567544
TFT16.4,TFT16_Lux,TFT_Item_HextechGunblade,11,4.181818181818182,0.6363636363636364,4.645161290322581,-0.4633431085043993
TFT16.4,TFT16_Lux,TFT_Item_BlueBuff,2,6.5,0.0,4.645161290322581,1.854838709677419
TFT16.4,TFT16_Lux,TFT_Item_JeweledGauntlet,15,4.4,0.5333333333333333,4.645161290322581,-0.2451612903225806
TFT16.4,TFT16_Annie,TFT_Item_StatikkShiv,4,3.75,0.5,3.2857142857142856,0.4642857142857144
TFT16.4,TFT16_Annie,TFT16_Item_DemaciaEmblemItem,1,6.0,0.0,3.2857142857142856,2.7142857142857144
TFT16.4,TFT16_Shyvana,TFT_Item_PowerGauntlet,3,4.0,0.6666666666666666,3.5673076923076925,0.4326923076923075
TFT16.4,TFT16_KogMaw,TFT_Item_RunaansHurricane,1,6.0,0.0,4.0606060606060606,1.9393939393939394
TFT16.4,TFT16_KogMaw,TFT_Item_ThiefsGloves,1,6.0,0.0,4.0606060606060606,1.9393939393939394
TFT16.4,TFT16_KogMaw,TFT_Item_JeweledGauntlet,1,6.0,0.0,4.0606060606060606,1.9393939393939394
TFT16.4,TFT16_Seraphine,TFT_Item_Leviathan,8,3.75,0.625,4.805555555555555,-1.0555555555555554
TFT16.4,TFT16_RiftHerald,TFT_Item_RedBuff,14,4.357142857142857,0.5714285714285714,4.190476190476191,0.16666666666666607
TFT16.4,TFT16_RiftHerald,TFT_Item_Artifact_TheIndomitable,2,5.0,0.5,4.190476190476191,0.8095238095238093
TFT16.4,TFT16_RiftHerald,TFT_Item_NightHarvester,10,4.0,0.6,4.190476190476191,-0.1904761904761907
TFT16.4,TFT16_Kaisa,TFT_Item_MadredsBloodrazor,5,5.0,0.6,4.133333333333334,0.8666666666666663
TFT16.4,TFT16_Kaisa,TFT_Item_StatikkShiv,6,5.166666666666667,0.3333333333333333,4.133333333333334,1.0333333333333332
TFT16.4,TFT16_Swain,TFT_Item_WarmogsArmor,8,4.0,0.625,4.130081300813008,-0.13008130081300795
TFT16.4,TFT16_Swain,TFT_Item_Redemption,9,4.222222222222222,0.4444444444444444,4.130081300813008,0.09214092140921437
TFT16.4,TFT16_Swain,TFT_Item_FrozenHeart,20,3.9,0.65,4.130081300813008,-0.23008130081300804
TFT16.4,TFT16_Shyvana,TFT_Item_Redemption,2,5.0,0.5,3.5673076923076925,1.4326923076923075
TFT16.4,TFT16_Wukong,TFT_Item_GargoyleStoneplate,11,3.090909090909091,0.8181818181818182,4.207792207792208,-1.116883116883117
TFT16.4,TFT16_Wukong,TFT_Item_IonicSpark,4,1.0,1.0,4.207792207792208,-3.207792207792208
TFT16.4,TFT16_RiftHerald,TFT16_Item_JuggernautEmblemItem,2,3.0,0.5,4.190476190476191,-1.1904761904761907
TFT16.4,TFT16_RiftHerald,TFT_Item_Artifact_AegisOfDawn,1,1.0,1.0,4.190476190476191,-3.1904761904761907
TFT16.4,TFT16_RiftHerald,TFT_Item_WarmogsArmor,6,3.8333333333333335,0.5,4.190476190476191,-0.3571428571428572
TFT16.4,TFT16_Kaisa,TFT_Item_HextechGunblade,8,4.125,0.5,4.133333333333334,-0.008333333333333748
TFT16.4,TFT16_Kaisa,TFT9_Item_CrownOfDemacia,1,1.0,1.0,4.133333333333334,-3.1333333333333337
TFT16.4,TFT16_Swain,TFT_Item_RedBuff,12,4.5,0.4166666666666667,4.130081300813008,0.36991869918699205
TFT16.4,TFT16_Shyvana,TFT_Item_UnstableConcoction,5,3.4,0.8,3.5673076923076925,-0.1673076923076926
TFT16.4,TFT16_Shyvana,TFT_Item_NightHarvester,1,1.0,1.0,3.5673076923076925,-2.5673076923076925
TFT16.4,TFT16_Volibear,TFT_Item_BlueBuff,2,1.0,1.0,4.222222222222222,-3.2222222222222223
TFT16.4,TFT16_Volibear,TFT_Item_RapidFireCannon,2,3.5,0.5,4.222222222222222,-0.7222222222222223
TFT16.4,TFT16_Volibear,TFT_Item_ThiefsGloves,4,5.5,0.25,4.222222222222222,1.2777777777777777
TFT16.4,TFT16_Garen,TFT_Item_WarmogsArmor,9,4.444444444444445,0.5555555555555556,4.675675675675675,-0.2312312312312308
TFT16.4,TFT16_Garen,TFT_Item_RedBuff,11,4.7272727272727275,0.6363636363636364,4.675675675675675,0.05159705159705208
TFT16.4,TFT16_Garen,TFT_Item_NightHarvester,11,3.909090909090909,0.6363636363636364,4.675675675675675,-0.7665847665847663
TFT16.4,TFT16_Lux,TFT_Item_RabadonsDeathcap,2,4.0,0.5,4.645161290322581,-0.645161290322581
TFT16.4,TFT16_Lux,TFT_Item_SpearOfShojin,10,3.7,0.7,4.645161290322581,-0.9451612903225808
TFT16.4,TFT16_Renekton,TFT_Item_Deathblade,1,2.0,1.0,3.0,-1.0
TFT16.4,TFT16_Renekton,TFT16_Item_DemaciaEmblemItem,1,2.0,1.0,3.0,-1.0
TFT16.4,TFT16_Renekton,TFT_Item_Bloodthirster,1,2.0,1.0,3.0,-1.0
TFT16.4,TFT16_Zilean,TFT_Item_HextechGunblade,2,2.0,1.0,4.111111111111111,-2.1111111111111107
TFT16.4,TFT16_Zilean,TFT_Item_StatikkShiv,9,4.111111111111111,0.4444444444444444,4.111111111111111,0.0
TFT16.4,TFT16_Zilean,TFT_Item_SpearOfShojin,8,3.75,0.5,4.111111111111111,-0.3611111111111107
TFT16.4,TFT16_Shyvana,TFT_Item_ForceOfNature,2,4.0,0.5,3.5673076923076925,0.4326923076923075
TFT16.4,TFT16_KogMaw,TFT16_Item_DemaciaEmblemItem,1,8.0,0.0,4.0606060606060606,3.9393939393939394
TFT16.4,TFT16_Sejuani,TFT_Item_WarmogsArmor,1,8.0,0.0,5.217391304347826,2.782608695652174
TFT16.4,TFT16_Sejuani,TFT16_Item_DemaciaEmblemItem,1,8.0,0.0,5.217391304347826,2.782608695652174
TFT16.4,TFT16_Garen,TFT_Item_SpectralGauntlet,6,4.5,0.6666666666666666,4.675675675675675,-0.17567567567567544
TFT16.4,TFT16_Garen,TFT5_Item_RedemptionRadiant,2,7.5,0.0,4.675675675675675,2.8243243243243246
TFT16.4,TFT16_Lux,TFT_Item_StatikkShiv,10,5.4,0.4,4.645161290322581,0.7548387096774194
TFT16.4,TFT16_Lux,TFT16_Item_LongshotEmblemItem,1,8.0,0.0,4.645161290322581,3.354838709677419
TFT16.4,TFT16_Kaisa,TFT_Item_RapidFireCannon,1,8.0,0.0,4.133333333333334,3.8666666666666663
TFT16.4,TFT16_Kaisa,TFT_Item_InfinityEdge,6,4.833333333333333,0.5,4.133333333333334,0.6999999999999993
TFT16.4,TFT16_Kaisa,TFT_Item_SpearOfShojin,4,4.75,0.5,4.133333333333334,0.6166666666666663
TFT16.4,TFT16_Ambessa,TFT_Item_PowerGauntlet,4,5.0,0.25,4.071428571428571,0.9285714285714288
TFT16.4,TFT16_Ambessa,TFT_Item_GuardianAngel,11,3.5454545454545454,0.6363636363636364,4.071428571428571,-0.5259740259740258
TFT16.4,TFT16_Ambessa,TFT_Item_Bloodthirster,7,2.857142857142857,0.8571428571428571,4.071428571428571,-1.214285714285714
TFT16.4,TFT16_BelVeth,TFT_Item_RunaansHurricane,14,3.2142857142857144,0.6428571428571429,3.9473684210526314,-0.733082706766917
TFT16.4,TFT16_BelVeth,TFT_Item_Quicksilver,22,3.590909090909091,0.5909090909090909,3.9473684210526314,-0.3564593301435406
TFT16.4,TFT16_BelVeth,TFT_Item_MadredsBloodrazor,12,3.75,0.6666666666666666,3.9473684210526314,-0.19736842105263142
TFT16.4,TFT16_Swain,TFT_Item_SpectralGauntlet,13,4.3076923076923075,0.46153846153846156,4.130081300813008,0.17761100687929954
TFT16.4,TFT16_Fiddlesticks,TFT_Item_Leviathan,2,3.5,0.5,3.683333333333333,-0.18333333333333313
TFT16.4,TFT16_Fiddlesticks,TFT_Item_IonicSpark,2,4.0,0.5,3.683333333333333,0.3166666666666669
TFT16.4,TFT16_Shyvana,TFT5_Item_JeweledGauntletRadiant,1,5.0,0.0,3.5673076923076925,1.4326923076923075
TFT16.4,TFT16_Shyvana,TFT5_Item_RunaansHurricaneRadiant,1,5.0,0.0,3.5673076923076925,1.4326923076923075
TFT16.4,TFT16_Shyvana,TFT5_Item_ThiefsGlovesRadiant,1,5.0,0.0,3.5673076923076925,1.4326923076923075
TFT16.4,TFT16_Ambessa,TFT_Item_SteraksGage,7,4.0,0.5714285714285714,4.071428571428571,-0.07142857142857117
TFT16.4,TFT16_Ambessa,TFT_Item_UnstableConcoction,19,4.157894736842105,0.5789473684210527,4.071428571428571,0.08646616541353414
TFT16.4,TFT16_Ambessa,TFT_Item_Quicksilver,6,5.0,0.5,4.071428571428571,0.9285714285714288
TFT16.4,TFT16_BelVeth,TFT_Item_Deathblade,3,1.6666666666666667,1.0,3.9473684210526314,-2.280701754385965
TFT16.4,TFT16_Swain,TFT_Item_NightHarvester,4,4.0,0.5,4.130081300813008,-0.13008130081300795
TFT16.4,TFT16_Lucian,TFT_Item_AdaptiveHelm,3,2.0,1.0,3.626865671641791,-1.626865671641791
TFT16.4,TFT16_Lucian,TFT_Item_LastWhisper,6,3.3333333333333335,0.8333333333333334,3.626865671641791,-0.2935323383084576
TFT16.4,TFT16_Wukong,TFT_Item_WarmogsArmor,15,4.6,0.4666666666666667,4.207792207792208,0.3922077922077918
TFT16.4,TFT16_Wukong,TFT_Item_FrozenHeart,10,2.7,0.7,4.207792207792208,-1.5077922077922077
TFT16.4,TFT16_Kindred,TFT_Item_HextechGunblade,2,2.5,1.0,4.0,-1.5
TFT16.4,TFT16_Kindred,TFT_Item_RapidFireCannon,4,1.75,1.0,4.0,-2.25
TFT16.4,TFT16_Kindred,TFT_Item_MadredsBloodrazor,4,2.0,1.0,4.0,-2.0
TFT16.4,TFT16_Lucian,TFT_Item_ArchangelsStaff,1,4.0,1.0,3.626865671641791,0.3731343283582089
TFT16.4,TFT16_TahmKench,TFT_Item_SpectralGauntlet,2,4.5,0.5,3.526315789473684,0.9736842105263159
TFT16.4,TFT16_TahmKench,TFT_Item_Bloodthirster,1,4.0,1.0,3.526315789473684,0.47368421052631593
TFT16.4,TFT16_Kobuko,TFT_Item_Redemption,4,5.5,0.25,4.714285714285714,0.7857142857142856
TFT16.4,TFT16_Kobuko,TFT_Item_WarmogsArmor,3,5.333333333333333,0.3333333333333333,4.714285714285714,0.6190476190476186
TFT16.4,TFT16_Kobuko,TFT_Item_SteraksGage,1,7.0,0.0,4.714285714285714,2.2857142857142856
TFT16.4,TFT16_Lissandra,TFT_Item_AdaptiveHelm,4,5.25,0.5,5.696969696969697,-0.44696969696969724
TFT16.4,TFT16_Lissandra,TFT_Item_JeweledGauntlet,13,5.769230769230769,0.23076923076923078,5.696969696969697,0.07226107226107192
TFT16.4,TFT16_Wukong,TFT_Item_Crownguard,3,3.3333333333333335,0.6666666666666666,4.207792207792208,-0.8744588744588744
TFT16.4,TFT16_Ryze,TFT_Item_ForceOfNature,1,7.0,0.0,4.909090909090909,2.090909090909091
TFT16.4,TFT16_Ryze,TFT_Item_StatikkShiv,3,6.666666666666667,0.0,4.909090909090909,1.7575757575757578
TFT16.4,TFT16_Ryze,TFT_Item_Morellonomicon,2,6.0,0.0,4.909090909090909,1.0909090909090908
TFT16.4,TFT16_Lissandra,TFT_Item_RapidFireCannon,1,8.0,0.0,5.696969696969697,2.3030303030303028
TFT16.4,TFT16_Lissandra,TFT16_Item_SorcererEmblemItem,1,8.0,0.0,5.696969696969697,2.3030303030303028
TFT16.4,TFT16_Wukong,TFT_Item_Redemption,19,4.473684210526316,0.42105263157894735,4.207792207792208,0.26589200273410807
TFT16.4,TFT16_Shyvana,TFT16_Item_ZaunEmblemItem,4,4.25,0.75,3.5673076923076925,0.6826923076923075
TFT16.4,TFT16_Shyvana,TFT_Item_Bloodthirster,8,3.375,0.875,3.5673076923076925,-0.1923076923076925
TFT16.4,TFT16_Sett,TFT_Item_SteraksGage,1,8.0,0.0,4.243243243243243,3.756756756756757
TFT16.4,TFT16_Sett,TFT_Item_ThiefsGloves,5,3.8,0.6,4.243243243243243,-0.44324324324324316
TFT16.4,TFT16_Sett,TFT_Item_Quicksilver,3,5.666666666666667,0.3333333333333333,4.243243243243243,1.423423423423424
TFT16.4,TFT16_Volibear,TFT_Item_Artifact_Mittens,2,5.0,0.5,4.222222222222222,0.7777777777777777
TFT16.4,TFT16_Volibear,TFT_Item_Bloodthirster,7,4.571428571428571,0.2857142857142857,4.222222222222222,0.34920634920634885
TFT16.4,TFT16_Neeko,TFT_Item_FrozenHeart,4,5.0,0.5,4.935483870967742,0.06451612903225801
TFT16.4,TFT16_Neeko,TFT_Item_NightHarvester,2,4.5,0.5,4.935483870967742,-0.435483870967742
TFT16.4,TFT16_Vi,TFT_Item_FrozenHeart,1,4.0,1.0,5.153846153846154,-1.1538461538461542
TFT16.4,TFT16_Bard,TFT_Item_MadredsBloodrazor,3,5.666666666666667,0.3333333333333333,5.818181818181818,-0.15151515151515138
TFT16.4,TFT16_Bard,TFT_Item_JeweledGauntlet,6,6.166666666666667,0.16666666666666666,5.818181818181818,0.3484848484848486
TFT16.4,TFT16_Bard,TFT_Item_SpearOfShojin,3,4.0,0.6666666666666666,5.818181818181818,-1.8181818181818183
TFT16.4,TFT16_Milio,TFT_Item_StatikkShiv,5,6.2,0.2,6.214285714285714,-0.014285714285714235
TFT16.4,TFT16_Milio,TFT_Item_Morellonomicon,4,6.5,0.25,6.214285714285714,0.2857142857142856
TFT16.4,TFT16_Milio,TFT_Item_SpearOfShojin,6,6.166666666666667,0.3333333333333333,6.214285714285714,-0.04761904761904745
TFT16.4,TFT16_Nidalee,TFT_Item_MadredsBloodrazor,3,5.333333333333333,0.3333333333333333,5.538461538461538,-0.2051282051282053
TFT16.4,TFT16_Nidalee,TFT_Item_Artifact_WitsEnd,1,4.0,1.0,5.538461538461538,-1.5384615384615383
TFT16.4,TFT16_Skarner,TFT_Item_AdaptiveHelm,3,4.0,0.6666666666666666,4.722222222222222,-0.7222222222222223
TFT16.4,TFT16_Skarner,TFT_Item_SpectralGauntlet,2,6.0,0.5,4.722222222222222,1.2777777777777777
TFT16.4,TFT16_Skarner,TFT_Item_WarmogsArmor,2,2.5,1.0,4.722222222222222,-2.2222222222222223
TFT16.4,TFT16_Yorick,TFT_Item_WarmogsArmor,1,3.0,1.0,4.888888888888889,-1.8888888888888893
TFT16.4,TFT16_Yorick,TFT_Item_FrozenHeart,1,3.0,1.0,4.888888888888889,-1.8888888888888893
TFT16.4,TFT16_Ambessa,TFT_Item_Leviathan,1,3.0,1.0,4.071428571428571,-1.0714285714285712
TFT16.4,TFT16_Ambessa,TFT_Item_MadredsBloodrazor,2,2.5,1.0,4.071428571428571,-1.5714285714285712
TFT16.4,TFT16_Braum,TFT_Item_SpectralGauntlet,7,4.142857142857143,0.5714285714285714,4.717948717948718,-0.5750915750915748
TFT16.4,TFT16_Braum,TFT_Item_FrozenHeart,3,4.333333333333333,0.6666666666666666,4.717948717948718,-0.384615384615385
TFT16.4,TFT16_Kalista,TFT_Item_Artifact_NavoriFlickerblades,1,3.0,1.0,4.444444444444445,-1.4444444444444446
TFT16.4,TFT16_Kalista,TFT_Item_MadredsBloodrazor,2,2.5,1.0,4.444444444444445,-1.9444444444444446
TFT16.4,TFT16_Kalista,TFT_Item_SpearOfShojin,6,4.0,0.6666666666666666,4.444444444444445,-0.44444444444444464
TFT16.4,TFT16_Fiddlesticks,TFT_Item_RabadonsDeathcap,3,2.6666666666666665,1.0,3.683333333333333,-1.0166666666666666
TFT16.4,TFT16_Fiddlesticks,TFT_Item_SteraksGage,1,3.0,1.0,3.683333333333333,-0.6833333333333331
TFT16.4,TFT16_Fiddlesticks,TFT_Item_ThiefsGloves,6,3.0,1.0,3.683333333333333,-0.6833333333333331
TFT16.4,TFT16_Thresh,TFT_Item_Crownguard,3,3.0,1.0,4.444444444444445,-1.4444444444444446
TFT16.4,TFT16_Thresh,TFT_Item_IonicSpark,2,3.5,1.0,4.444444444444445,-0.9444444444444446
TFT16.4,TFT16_Thresh,TFT_Item_Morellonomicon,3,4.333333333333333,0.6666666666666666,4.444444444444445,-0.1111111111111116
TFT16.4,TFT16_TwistedFate,TFT16_Item_Bilgewater_CaptainsBrew,7,3.4285714285714284,0.5714285714285714,4.2,-0.7714285714285718
TFT16.4,TFT16_TwistedFate,TFT_Item_Artifact_LichBane,1,7.0,0.0,4.2,2.8
TFT16.4,TFT16_TwistedFate,TFT_Item_GuinsoosRageblade,5,3.0,0.6,4.2,-1.2000000000000002
TFT16.4,TFT16_Nautilus,TFT16_Item_Bilgewater_PileOCitrus,2,7.0,0.0,4.486486486486487,2.513513513513513
TFT16.4,TFT16_Nautilus,TFT_Item_DragonsClaw,4,4.75,0.5,4.486486486486487,0.26351351351351315
TFT16.4,TFT16_Nautilus,TFT_Item_NightHarvester,3,5.0,0.3333333333333333,4.486486486486487,0.5135135135135132
