match_id,patch_bucket,puuid,placement,champion,item
NA1_5486923434,TFT16.4,lypNEDahB4gRQw5GSONrABkieoAE0hDraDdfoTsyq8NDZWlWEDWLgambSzu9KP0ZuhiiaFnAFSYHCA,4,TFT16_TahmKench,TFT_Item_WarmogsArmor
NA1_5486923434,TFT16.4,IYiWHIjm-94_E6tUcAp-U_gzyrb8974QHt3cMRAi60z8sFrnBrUO4Ac0OWHC9TaeQihXWF8-VqULJg,8,TFT16_Viego,TFT_Item_GuardianAngel
NA1_5486923434,TFT16.4,IYiWHIjm-94_E6tUcAp-U_gzyrb8974QHt3cMRAi60z8sFrnBrUO4Ac0OWHC9TaeQihXWF8-VqULJg,8,TFT16_Viego,TFT_Item_TitansResolve
NA1_5486923434,TFT16.4,IYiWHIjm-94_E6tUcAp-U_gzyrb8974QHt3cMRAi60z8sFrnBrUO4Ac0OWHC9TaeQihXWF8-VqULJg,8,TFT16_Viego,TFT_Item_UnstableConcoction
NA1_5486923434,TFT16.4,IYiWHIjm-94_E6tUcAp-U_gzyrb8974QHt3cMRAi60z8sFrnBrUO4Ac0OWHC9TaeQihXWF8-VqULJg,8,TFT16_Ashe,TFT_Item_RapidFireCannon
NA1_5486923434,TFT16.4,IYiWHIjm-94_E6tUcAp-U_gzyrb8974QHt3cMRAi60z8sFrnBrUO4Ac0OWHC9TaeQihXWF8-VqULJg,8,TFT16_Yorick,TFT_Item_DragonsClaw
NA1_5486923434,TFT16.4,IYiWHIjm-94_E6tUcAp-U_gzyrb8974QHt3cMRAi60z8sFrnBrUO4Ac0OWHC9TaeQihXWF8-VqULJg,8,TFT16_Yorick,TFT_Item_NightHarvester
NA1_5486923434,TFT16.4,IYiWHIjm-94_E6tUcAp-U_gzyrb8974QHt3cMRAi60z8sFrnBrUO4Ac0OWHC9TaeQihXWF8-VqULJg,8,TFT16_Yorick,TFT_Item_Redemption
NA1_5486923434,TFT16.4,5PwG6nHsaqet2pilpGfINKW2TqfnTbStsVkgaQt36k23GM5rjHeYztnQaH-DkYdaJNay8fR1P7Di1w,1,TFT16_Neeko,TFT_Item_IonicSpark
NA1_5486923434,TFT16.4,5PwG6nHsaqet2pilpGfINKW2TqfnTbStsVkgaQt36k23GM5rjHeYztnQaH-DkYdaJNay8fR1P7Di1w,1,TFT16_Neeko,TFT_Item_GargoyleStoneplate
NA1_5486923434,TFT16.4,5PwG6nHsaqet2pilpGfINKW2TqfnTbStsVkgaQt36k23GM5rjHeYztnQaH-DkYdaJNay8fR1P7Di1w,1,TFT16_Neeko,TFT16_Item_BrawlerEmblemItem
NA1_5486923434,TFT16.4,5PwG6nHsaqet2pilpGfINKW2TqfnTbStsVkgaQt36k23GM5rjHeYztnQaH-DkYdaJNay8fR1P7Di1w,1,TFT16_Nidalee,TFT_Item_ArchangelsStaff
NA1_5486923434,TFT16.4,5PwG6nHsaqet2pilpGfINKW2TqfnTbStsVkgaQt36k23GM5rjHeYztnQaH-DkYdaJNay8fR1P7Di1w,1,TFT16_Nidalee,TFT_Item_HextechGunblade
NA1_5486923434,TFT16.4,5PwG6nHsaqet2pilpGfINKW2TqfnTbStsVkgaQt36k23GM5rjHeYztnQaH-DkYdaJNay8fR1P7Di1w,1,TFT16_Nidalee,TFT_Item_Morellonomicon
NA1_5486923434,TFT16.4,5PwG6nHsaqet2pilpGfINKW2TqfnTbStsVkgaQt36k23GM5rjHeYztnQaH-DkYdaJNay8fR1P7Di1w,1,TFT16_Skarner,TFT16_Item_DefenderEmblemItem
NA1_5486923434,TFT16.4,5PwG6nHsaqet2pilpGfINKW2TqfnTbStsVkgaQt36k23GM5rjHeYztnQaH-DkYdaJNay8fR1P7Di1w,1,TFT16_Annie,TFT_Item_Leviathan
NA1_5486923434,TFT16.4,5PwG6nHsaqet2pilpGfINKW2TqfnTbStsVkgaQt36k23GM5rjHeYztnQaH-DkYdaJNay8fR1P7Di1w,1,TFT16_Annie,TFT_Item_Leviathan
NA1_5486923434,TFT16.4,5PwG6nHsaqet2pilpGfINKW2TqfnTbStsVkgaQt36k23GM5rjHeYztnQaH-DkYdaJNay8fR1P7Di1w,1,TFT16_Annie,TFT_Item_JeweledGauntlet
NA1_5486923434,TFT16.4,5PwG6nHsaqet2pilpGfINKW2TqfnTbStsVkgaQt36k23GM5rjHeYztnQaH-DkYdaJNay8fR1P7Di1w,1,TFT16_Lucian,TFT_Item_GuinsoosRageblade
NA1_5486923434,TFT16.4,5PwG6nHsaqet2pilpGfINKW2TqfnTbStsVkgaQt36k23GM5rjHeYztnQaH-DkYdaJNay8fR1P7Di1w,1,TFT16_Lucian,TFT_Item_TacticiansScepter
NA1_5486923434,TFT16.4,5PwG6nHsaqet2pilpGfINKW2TqfnTbStsVkgaQt36k23GM5rjHeYztnQaH-DkYdaJNay8fR1P7Di1w,1,TFT16_Lucian,TFT_Item_ForceOfNature
NA1_5486923434,TFT16.4,5PwG6nHsaqet2pilpGfINKW2TqfnTbStsVkgaQt36k23GM5rjHeYztnQaH-DkYdaJNay8fR1P7Di1w,1,TFT16_Brock,TFT_Item_ThiefsGloves
NA1_5486923434,TFT16.4,5PwG6nHsaqet2pilpGfINKW2TqfnTbStsVkgaQt36k23GM5rjHeYztnQaH-DkYdaJNay8fR1P7Di1w,1,TFT16_Brock,TFT_Item_Bloodthirster
NA1_5486923434,TFT16.4,5PwG6nHsaqet2pilpGfINKW2TqfnTbStsVkgaQt36k23GM5rjHeYztnQaH-DkYdaJNay8fR1P7Di1w,1,TFT16_Brock,TFT_Item_Deathblade
NA1_5486923434,TFT16.4,5PwG6nHsaqet2pilpGfINKW2TqfnTbStsVkgaQt36k23GM5rjHeYztnQaH-DkYdaJNay8fR1P7Di1w,1,TFT16_AnnieTibbers,TFT_Item_ThiefsGloves
NA1_5486923434,TFT16.4,5PwG6nHsaqet2pilpGfINKW2TqfnTbStsVkgaQt36k23GM5rjHeYztnQaH-DkYdaJNay8fR1P7Di1w,1,TFT16_AnnieTibbers,TFT_Item_RedBuff
NA1_5486923434,TFT16.4,5PwG6nHsaqet2pilpGfINKW2TqfnTbStsVkgaQt36k23GM5rjHeYztnQaH-DkYdaJNay8fR1P7Di1w,1,TFT16_AnnieTibbers,TFT_Item_UnstableConcoction
NA1_5486923434,TFT16.4,CTkSHisnPUTooE81GRPmfUgnhsjLHLpqe5AmbDA01iO3awHyXch1B6B876rXT47hEaMX-v5cLV0Olg,7,TFT16_Ashe,TFT_Item_ForceOfNature
NA1_5486923434,TFT16.4,CTkSHisnPUTooE81GRPmfUgnhsjLHLpqe5AmbDA01iO3awHyXch1B6B876rXT47hEaMX-v5cLV0Olg,7,TFT16_Lissandra,TFT_Item_ThiefsGloves
NA1_5486923434,TFT16.4,CTkSHisnPUTooE81GRPmfUgnhsjLHLpqe5AmbDA01iO3awHyXch1B6B876rXT47hEaMX-v5cLV0Olg,7,TFT16_Lissandra,TFT_Item_StatikkShiv
NA1_5486923434,TFT16.4,CTkSHisnPUTooE81GRPmfUgnhsjLHLpqe5AmbDA01iO3awHyXch1B6B876rXT47hEaMX-v5cLV0Olg,7,TFT16_Lissandra,TFT_Item_Leviathan
NA1_5486923434,TFT16.4,CTkSHisnPUTooE81GRPmfUgnhsjLHLpqe5AmbDA01iO3awHyXch1B6B876rXT47hEaMX-v5cLV0Olg,7,TFT16_Seraphine,TFT_Item_HextechGunblade
NA1_5486923434,TFT16.4,CTkSHisnPUTooE81GRPmfUgnhsjLHLpqe5AmbDA01iO3awHyXch1B6B876rXT47hEaMX-v5cLV0Olg,7,TFT16_Seraphine,TFT_Item_Morellonomicon
NA1_5486923434,TFT16.4,CTkSHisnPUTooE81GRPmfUgnhsjLHLpqe5AmbDA01iO3awHyXch1B6B876rXT47hEaMX-v5cLV0Olg,7,TFT16_Seraphine,TFT_Item_ArchangelsStaff
NA1_5486923434,TFT16.4,CTkSHisnPUTooE81GRPmfUgnhsjLHLpqe5AmbDA01iO3awHyXch1B6B876rXT47hEaMX-v5cLV0Olg,7,TFT16_Braum,TFT_Item_Redemption
NA1_5486923434,TFT16.4,CTkSHisnPUTooE81GRPmfUgnhsjLHLpqe5AmbDA01iO3awHyXch1B6B876rXT47hEaMX-v5cLV0Olg,7,TFT16_Braum,TFT_Item_DragonsClaw
NA1_5486923434,TFT16.4,CTkSHisnPUTooE81GRPmfUgnhsjLHLpqe5AmbDA01iO3awHyXch1B6B876rXT47hEaMX-v5cLV0Olg,7,TFT16_Braum,TFT_Item_NightHarvester
NA1_5486923434,TFT16.4,CTkSHisnPUTooE81GRPmfUgnhsjLHLpqe5AmbDA01iO3awHyXch1B6B876rXT47hEaMX-v5cLV0Olg,7,TFT16_Nasus,TFT16_Item_FreljordEmblemItem
NA1_5486923434,TFT16.4,CTkSHisnPUTooE81GRPmfUgnhsjLHLpqe5AmbDA01iO3awHyXch1B6B876rXT47hEaMX-v5cLV0Olg,7,TFT16_Zilean,TFT_Item_ThiefsGloves
NA1_5486923434,TFT16.4,CTkSHisnPUTooE81GRPmfUgnhsjLHLpqe5AmbDA01iO3awHyXch1B6B876rXT47hEaMX-v5cLV0Olg,7,TFT16_Zilean,TFT_Item_Redemption
NA1_5486923434,TFT16.4,CTkSHisnPUTooE81GRPmfUgnhsjLHLpqe5AmbDA01iO3awHyXch1B6B876rXT47hEaMX-v5cLV0Olg,7,TFT16_Zilean,TFT_Item_TitansResolve
NA1_5486923434,TFT16.4,BJUiFTpP-0eQHp151C8UjsEb4Gl3FFOVNZiJPS77Qi7RaUUg-CxR57u2q5sL6e_VhD_1olVYkcJNOg,2,TFT16_RiftHerald,TFT_Item_Redemption
NA1_5486923434,TFT16.4,BJUiFTpP-0eQHp151C8UjsEb4Gl3FFOVNZiJPS77Qi7RaUUg-CxR57u2q5sL6e_VhD_1olVYkcJNOg,2,TFT16_RiftHerald,TFT_Item_GargoyleStoneplate
NA1_5486923434,TFT16.4,BJUiFTpP-0eQHp151C8UjsEb4Gl3FFOVNZiJPS77Qi7RaUUg-CxR57u2q5sL6e_VhD_1olVYkcJNOg,2,TFT16_RiftHerald,TFT_Item_FrozenHeart
NA1_5486923434,TFT16.4,BJUiFTpP-0eQHp151C8UjsEb4Gl3FFOVNZiJPS77Qi7RaUUg-CxR57u2q5sL6e_VhD_1olVYkcJNOg,2,TFT16_Kaisa,TFT_Item_GuinsoosRageblade
NA1_5486923434,TFT16.4,BJUiFTpP-0eQHp151C8UjsEb4Gl3FFOVNZiJPS77Qi7RaUUg-CxR57u2q5sL6e_VhD_1olVYkcJNOg,2,TFT16_Kaisa,TFT_Item_Quicksilver
NA1_5486923434,TFT16.4,BJUiFTpP-0eQHp151C8UjsEb4Gl3FFOVNZiJPS77Qi7RaUUg-CxR57u2q5sL6e_VhD_1olVYkcJNOg,2,TFT16_Kaisa,TFT_Item_Morellonomicon
NA1_5486923434,TFT16.4,BJUiFTpP-0eQHp151C8UjsEb4Gl3FFOVNZiJPS77Qi7RaUUg-CxR57u2q5sL6e_VhD_1olVYkcJNOg,2,TFT16_BaronNashor,TFT_Item_GuardianAngel
NA1_5486923434,TFT16.4,BJUiFTpP-0eQHp151C8UjsEb4Gl3FFOVNZiJPS77Qi7RaUUg-CxR57u2q5sL6e_VhD_1olVYkcJNOg,2,TFT16_BaronNashor,TFT_Item_HextechGunblade
NA1_5486923434,TFT16.4,BJUiFTpP-0eQHp151C8UjsEb4Gl3FFOVNZiJPS77Qi7RaUUg-CxR57u2q5sL6e_VhD_1olVYkcJNOg,2,TFT16_BaronNashor,TFT_Item_TitansResolve
NA1_5486923434,TFT16.4,6kc9SO4viUXB8Ho_3IqIlP33B8yvHRGwNUAldtaJ0PnnZvVR_Esm9i73UDsuvIjKIdj85dQEPnD-yA,6,TFT16_Sona,TFT_Item_ForceOfNature
NA1_5486923434,TFT16.4,6kc9SO4viUXB8Ho_3IqIlP33B8yvHRGwNUAldtaJ0PnnZvVR_Esm9i73UDsuvIjKIdj85dQEPnD-yA,6,TFT16_Garen,TFT_Item_GargoyleStoneplate
NA1_5486923434,TFT16.4,6kc9SO4viUXB8Ho_3IqIlP33B8yvHRGwNUAldtaJ0PnnZvVR_Esm9i73UDsuvIjKIdj85dQEPnD-yA,6,TFT16_Garen,TFT_Item_Bloodthirster
NA1_5486923434,TFT16.4,6kc9SO4viUXB8Ho_3IqIlP33B8yvHRGwNUAldtaJ0PnnZvVR_Esm9i73UDsuvIjKIdj85dQEPnD-yA,6,TFT16_Garen,TFT_Item_IonicSpark
NA1_5486923434,TFT16.4,6kc9SO4viUXB8Ho_3IqIlP33B8yvHRGwNUAldtaJ0PnnZvVR_Esm9i73UDsuvIjKIdj85dQEPnD-yA,6,TFT16_Lux,TFT_Item_BlueBuff
NA1_5486923434,TFT16.4,6kc9SO4viUXB8Ho_3IqIlP33B8yvHRGwNUAldtaJ0PnnZvVR_Esm9i73UDsuvIjKIdj85dQEPnD-yA,6,TFT16_Lux,TFT_Item_JeweledGauntlet
NA1_5486923434,TFT16.4,6kc9SO4viUXB8Ho_3IqIlP33B8yvHRGwNUAldtaJ0PnnZvVR_Esm9i73UDsuvIjKIdj85dQEPnD-yA,6,TFT16_Lux,TFT_Item_HextechGunblade
NA1_5486923434,TFT16.4,6kc9SO4viUXB8Ho_3IqIlP33B8yvHRGwNUAldtaJ0PnnZvVR_Esm9i73UDsuvIjKIdj85dQEPnD-yA,6,TFT16_Annie,TFT16_Item_DemaciaEmblemItem
NA1_5486923434,TFT16.4,6kc9SO4viUXB8Ho_3IqIlP33B8yvHRGwNUAldtaJ0PnnZvVR_Esm9i73UDsuvIjKIdj85dQEPnD-yA,6,TFT16_Annie,TFT_Item_StatikkShiv
NA1_5486923434,TFT16.4,6kc9SO4viUXB8Ho_3IqIlP33B8yvHRGwNUAldtaJ0PnnZvVR_Esm9i73UDsuvIjKIdj85dQEPnD-yA,6,TFT16_Shyvana,TFT_Item_ThiefsGloves
NA1_5486923434,TFT16.4,6kc9SO4viUXB8Ho_3IqIlP33B8yvHRGwNUAldtaJ0PnnZvVR_Esm9i73UDsuvIjKIdj85dQEPnD-yA,6,TFT16_Shyvana,TFT_Item_PowerGauntlet
NA1_5486923434,TFT16.4,6kc9SO4viUXB8Ho_3IqIlP33B8yvHRGwNUAldtaJ0PnnZvVR_Esm9i73UDsuvIjKIdj85dQEPnD-yA,6,TFT16_Shyvana,TFT_Item_LastWhisper
NA1_5486938828,TFT16.4,_dUGI87cGj9cWq9avkqjiSFBQeNG4spUBcrssWKC6qEU5cyzCPbkwJW2aZKVK8NTkAjHbnHTjZmtag,6,TFT16_KogMaw,TFT_Item_ThiefsGloves
NA1_5486938828,TFT16.4,_dUGI87cGj9cWq9avkqjiSFBQeNG4spUBcrssWKC6qEU5cyzCPbkwJW2aZKVK8NTkAjHbnHTjZmtag,6,TFT16_KogMaw,TFT_Item_JeweledGauntlet
NA1_5486938828,TFT16.4,_dUGI87cGj9cWq9avkqjiSFBQeNG4spUBcrssWKC6qEU5cyzCPbkwJW2aZKVK8NTkAjHbnHTjZmtag,6,TFT16_KogMaw,TFT_Item_RunaansHurricane
NA1_5486938828,TFT16.4,_dUGI87cGj9cWq9avkqjiSFBQeNG4spUBcrssWKC6qEU5cyzCPbkwJW2aZKVK8NTkAjHbnHTjZmtag,6,TFT16_Seraphine,TFT_Item_Leviathan
NA1_5486938828,TFT16.4,_dUGI87cGj9cWq9avkqjiSFBQeNG4spUBcrssWKC6qEU5cyzCPbkwJW2aZKVK8NTkAjHbnHTjZmtag,6,TFT16_RiftHerald,TFT_Item_RedBuff
NA1_5486938828,TFT16.4,_dUGI87cGj9cWq9avkqjiSFBQeNG4spUBcrssWKC6qEU5cyzCPbkwJW2aZKVK8NTkAjHbnHTjZmtag,6,TFT16_RiftHerald,TFT_Item_NightHarvester
NA1_5486938828,TFT16.4,_dUGI87cGj9cWq9avkqjiSFBQeNG4spUBcrssWKC6qEU5cyzCPbkwJW2aZKVK8NTkAjHbnHTjZmtag,6,TFT16_RiftHerald,TFT_Item_Artifact_TheIndomitable
NA1_5486938828,TFT16.4,_dUGI87cGj9cWq9avkqjiSFBQeNG4spUBcrssWKC6qEU5cyzCPbkwJW2aZKVK8NTkAjHbnHTjZmtag,6,TFT16_Kaisa,TFT_Item_GuinsoosRageblade
NA1_5486938828,TFT16.4,_dUGI87cGj9cWq9avkqjiSFBQeNG4spUBcrssWKC6qEU5cyzCPbkwJW2aZKVK8NTkAjHbnHTjZmtag,6,TFT16_Kaisa,TFT_Item_StatikkShiv
NA1_5486938828,TFT16.4,_dUGI87cGj9cWq9avkqjiSFBQeNG4spUBcrssWKC6qEU5cyzCPbkwJW2aZKVK8NTkAjHbnHTjZmtag,6,TFT16_Kaisa,TFT_Item_MadredsBloodrazor
NA1_5486938828,TFT16.4,_dUGI87cGj9cWq9avkqjiSFBQeNG4spUBcrssWKC6qEU5cyzCPbkwJW2aZKVK8NTkAjHbnHTjZmtag,6,TFT16_Swain,TFT_Item_FrozenHeart
NA1_5486938828,TFT16.4,_dUGI87cGj9cWq9avkqjiSFBQeNG4spUBcrssWKC6qEU5cyzCPbkwJW2aZKVK8NTkAjHbnHTjZmtag,6,TFT16_Swain,TFT_Item_Redemption
NA1_5486938828,TFT16.4,_dUGI87cGj9cWq9avkqjiSFBQeNG4spUBcrssWKC6qEU5cyzCPbkwJW2aZKVK8NTkAjHbnHTjZmtag,6,TFT16_Swain,TFT_Item_WarmogsArmor
NA1_5486938828,TFT16.4,_dUGI87cGj9cWq9avkqjiSFBQeNG4spUBcrssWKC6qEU5cyzCPbkwJW2aZKVK8NTkAjHbnHTjZmtag,6,TFT16_Shyvana,TFT_Item_Redemption
NA1_5486938828,TFT16.4,qoHm5bj4lg_wDhtbfF06S4e2gjPt89pJkeqtN2LhFYQYJNg8R-0lxcvcWKsBBtVQSk2lDclcXs0FHA,1,TFT16_Wukong,TFT_Item_IonicSpark
NA1_5486938828,TFT16.4,qoHm5bj4lg_wDhtbfF06S4e2gjPt89pJkeqtN2LhFYQYJNg8R-0lxcvcWKsBBtVQSk2lDclcXs0FHA,1,TFT16_Wukong,TFT_Item_GargoyleStoneplate
NA1_5486938828,TFT16.4,qoHm5bj4lg_wDhtbfF06S4e2gjPt89pJkeqtN2LhFYQYJNg8R-0lxcvcWKsBBtVQSk2lDclcXs0FHA,1,TFT16_RiftHerald,TFT_Item_Artifact_AegisOfDawn
NA1_5486938828,TFT16.4,qoHm5bj4lg_wDhtbfF06S4e2gjPt89pJkeqtN2LhFYQYJNg8R-0lxcvcWKsBBtVQSk2lDclcXs0FHA,1,TFT16_RiftHerald,TFT16_Item_JuggernautEmblemItem
NA1_5486938828,TFT16.4,qoHm5bj4lg_wDhtbfF06S4e2gjPt89pJkeqtN2LhFYQYJNg8R-0lxcvcWKsBBtVQSk2lDclcXs0FHA,1,TFT16_RiftHerald,TFT_Item_WarmogsArmor
NA1_5486938828,TFT16.4,qoHm5bj4lg_wDhtbfF06S4e2gjPt89pJkeqtN2LhFYQYJNg8R-0lxcvcWKsBBtVQSk2lDclcXs0FHA,1,TFT16_Kaisa,TFT9_Item_CrownOfDemacia
